year,month,stateDescription,sectorName,price,revenue,sales
2001,2,Minnesota,all sectors,5.83,280.06642,4806.27492
2001,2,Alabama,all sectors,5.31,321.06715,6041.02574
2001,2,Alaska,all sectors,9.92,48.19988,486.09655
2001,2,Arizona,all sectors,6.48,286.06639,4416.00228
2001,2,Arkansas,all sectors,5.6,182.31163,3256.8653
2001,2,California,all sectors,9.63,1762.30306,18305.55916
2001,2,Colorado,all sectors,5.79,197.57204,3410.23549
2001,2,Connecticut,all sectors,9.06,220.9128,2438.15362
2001,2,Delaware,all sectors,5.38,56.96008,1059.00703
2001,2,Mississippi,all sectors,5.84,196.50181,3366.08077
2001,2,Missouri,all sectors,5.35,320.07028,5980.7014
2001,2,Montana,all sectors,7.16,72.11128,1007.80023
2001,2,Nebraska,all sectors,4.95,99.06459,2002.3435
2001,2,Nevada,all sectors,6.42,120.87018,1883.84015
2001,2,New Hampshire,all sectors,11.31,95.38845,843.22505
2001,2,New Jersey,all sectors,8.77,497.23379,5669.27019
2001,2,New Mexico,all sectors,6.99,102.61477,1467.42359
2001,2,New York,all sectors,11.17,1342.68513,12017.39501
2001,2,North Carolina,all sectors,6.56,625.07312,9524.66093
2001,2,North Dakota,all sectors,5.28,48.38309,917.16253
2001,2,Ohio,all sectors,6.36,841.805,13229.09975
2001,2,Oklahoma,all sectors,5.83,211.36005,3625.49366
2001,2,Oregon,all sectors,5.02,223.73423,4459.20011
2001,2,Pennsylvania,all sectors,7.46,884.13154,11844.50765
2001,2,Rhode Island,all sectors,11.34,66.7149,588.40231
2001,2,South Carolina,all sectors,5.76,354.46572,6151.32286
2001,2,South Dakota,all sectors,6.1,45.5678,746.73423
2001,2,Tennessee,all sectors,5.51,459.74779,8344.77047
2001,2,Texas,all sectors,6.91,1670.53639,24170.79092
2001,2,Utah,all sectors,5.26,95.11455,1807.57026
2001,2,Vermont,all sectors,11.12,52.94699,476.13472
2001,2,Virginia,all sectors,6.03,471.27668,7819.86857
2001,2,Washington,all sectors,5.11,424.88935,8316.93582
2001,2,West Virginia,all sectors,4.99,120.21893,2411.13253
2001,2,Wisconsin,all sectors,5.98,312.62219,5229.47437
2001,2,Wyoming,all sectors,4.36,49.14779,1127.51736
2001,2,Florida,all sectors,7.48,1142.11912,15263.2687
2001,2,Georgia,all sectors,6.2,552.6411,8917.24627
2001,2,Hawaii,all sectors,14.42,104.26144,723.2767
2001,2,Idaho,all sectors,4.5,78.48276,1742.99136
2001,2,Illinois,all sectors,6.17,720.75564,11675.16176
2001,2,Indiana,all sectors,5.08,407.72353,8026.88032
2001,2,Iowa,all sectors,5.8,180.05191,3103.53493
2001,2,Kansas,all sectors,5.93,155.57558,2624.16326
2001,2,Kentucky,all sectors,4.25,267.32728,6297.32889
2001,2,Louisiana,all sectors,7.92,459.31206,5800.99983
2001,2,Maine,all sectors,11.05,111.40775,1008.54079
2001,2,Maryland,all sectors,6.07,300.66218,4954.31404
2001,3,Colorado,all sectors,5.66,199.05662,3519.88616
2001,3,Connecticut,all sectors,9.38,241.76304,2577.05373
2001,3,Delaware,all sectors,6.31,60.90191,965.76469
2001,3,Florida,all sectors,7.51,1080.46756,14382.78158
2001,3,Georgia,all sectors,6.1,540.37898,8861.91977
2001,3,Hawaii,all sectors,14.23,113.73662,799.10958
2001,3,Louisiana,all sectors,8.47,458.14973,5408.22202
2001,3,Maine,all sectors,10.78,108.81572,1009.24338
2001,3,Maryland,all sectors,5.92,317.71509,5366.98115
2001,3,Massachusetts,all sectors,11.15,501.36246,4494.76403
2001,3,Alabama,all sectors,5.87,345.77802,5894.61038
2001,3,Alaska,all sectors,10.91,48.43955,443.79575
2001,3,Arizona,all sectors,6.57,286.65051,4362.10349
2001,3,Idaho,all sectors,4.39,73.63194,1675.38789
2001,3,Illinois,all sectors,6.47,692.81066,10708.72933
2001,3,Indiana,all sectors,5.23,410.06875,7847.24293
2001,3,Iowa,all sectors,5.82,177.8836,3056.67668
2001,3,Kansas,all sectors,6.12,163.93672,2677.16192
2001,3,Kentucky,all sectors,4.03,276.51146,6861.18946
2001,3,Michigan,all sectors,6.98,591.1693,8468.3561
2001,3,Minnesota,all sectors,5.69,274.59615,4829.95445
2001,3,Arkansas,all sectors,5.73,173.61366,3031.50981
2001,3,California,all sectors,9.89,2111.17634,21351.40877
2001,3,Wisconsin,all sectors,5.93,317.8719,5364.42631
2001,3,Wyoming,all sectors,4.34,47.80066,1101.55813
2001,3,Mississippi,all sectors,5.93,188.24877,3172.76842
2001,3,Missouri,all sectors,5.47,309.50471,5657.21603
2001,3,Montana,all sectors,6.64,65.86107,991.82704
2001,3,Nebraska,all sectors,5.08,96.59129,1902.61849
2001,3,Nevada,all sectors,7.46,146.0327,1957.7433
2001,3,New Hampshire,all sectors,11.53,100.92186,875.04431
2001,3,New Jersey,all sectors,8.97,523.90183,5840.65561
2001,3,New Mexico,all sectors,6.91,101.54268,1468.64775
2001,3,New York,all sectors,11.01,1298.68107,11790.13848
2001,3,North Carolina,all sectors,6.44,592.44248,9195.66857
2001,3,North Dakota,all sectors,5.22,44.20077,846.94603
2001,3,Ohio,all sectors,6.29,847.94726,13478.08025
2001,3,Oklahoma,all sectors,6.27,217.16149,3464.19955
2001,3,Oregon,all sectors,5.15,219.5184,4261.74649
2001,3,Pennsylvania,all sectors,7.75,890.75261,11491.10293
2001,3,Rhode Island,all sectors,11.71,74.47426,635.92137
2001,3,South Carolina,all sectors,5.65,317.46005,5618.79838
2001,3,South Dakota,all sectors,6.11,43.47168,712.01183
2001,3,Tennessee,all sectors,5.48,405.58197,7404.03308
2001,3,Texas,all sectors,7.02,1574.66003,22424.411
2001,3,Utah,all sectors,4.92,89.49908,1819.7074
2001,3,Vermont,all sectors,10.84,51.44284,474.67895
2001,3,Virginia,all sectors,6.06,488.82662,8069.86409
2001,3,Washington,all sectors,5.37,394.96252,7354.8162
2001,3,West Virginia,all sectors,5.15,123.75481,2405.0742
2001,4,Washington,all sectors,5.4,364.18796,6746.81955
2001,4,West Virginia,all sectors,5.0,112.42523,2249.49921
2001,4,Wisconsin,all sectors,6.02,294.74725,4893.6931
2001,4,Wyoming,all sectors,4.26,45.10077,1058.05787
2001,4,Georgia,all sectors,6.19,537.89397,8689.87928
2001,4,California,all sectors,9.88,1862.13954,18855.59986
2001,4,Colorado,all sectors,5.91,193.15849,3266.12375
2001,4,Connecticut,all sectors,9.61,215.06662,2238.10342
2001,4,Hawaii,all sectors,13.91,107.58155,773.36126
2001,4,Idaho,all sectors,4.38,68.70763,1566.89333
2001,4,Illinois,all sectors,6.61,635.57088,9619.05588
2001,4,Arizona,all sectors,6.87,287.67634,4184.61427
2001,4,Arkansas,all sectors,6.04,179.5986,2973.53436
2001,4,New Hampshire,all sectors,11.75,93.09297,792.41891
2001,4,New Jersey,all sectors,9.18,494.70188,5387.16979
2001,4,New Mexico,all sectors,7.06,96.09928,1361.10782
2001,4,New York,all sectors,10.7,1178.4547,11015.86386
2001,4,North Carolina,all sectors,6.38,584.36671,9156.13281
2001,4,North Dakota,all sectors,5.34,40.34696,756.09231
2001,4,Kansas,all sectors,6.02,155.55178,2584.93667
2001,4,Kentucky,all sectors,4.01,257.73438,6429.94829
2001,4,Louisiana,all sectors,7.75,423.87761,5468.60055
2001,4,Nevada,all sectors,7.61,162.72269,2137.30092
2001,4,Alabama,all sectors,5.72,347.18634,6064.53539
2001,4,Alaska,all sectors,10.59,46.82643,442.19678
2001,4,Ohio,all sectors,6.47,770.53548,11905.45683
2001,4,Oklahoma,all sectors,5.97,209.09346,3500.60726
2001,4,Oregon,all sectors,5.27,200.70284,3809.47979
2001,4,Pennsylvania,all sectors,7.87,823.5097,10469.35599
2001,4,Rhode Island,all sectors,12.69,66.53551,524.21758
2001,4,Delaware,all sectors,6.31,55.3045,876.89992
2001,4,South Carolina,all sectors,5.59,319.42545,5716.36519
2001,4,South Dakota,all sectors,6.23,40.56778,651.01042
2001,4,Tennessee,all sectors,5.51,408.92528,7420.05872
2001,4,Texas,all sectors,7.04,1592.69612,22635.01066
2001,4,Utah,all sectors,5.39,89.16701,1655.35048
2001,4,Vermont,all sectors,10.42,44.61706,428.20555
2001,4,Virginia,all sectors,6.05,433.06268,7153.24248
2001,4,Indiana,all sectors,5.14,385.88096,7506.75366
2001,4,Iowa,all sectors,6.02,180.50446,2996.92879
2001,4,Massachusetts,all sectors,11.52,453.05578,3931.21075
2001,4,Michigan,all sectors,6.73,520.91281,7739.96261
2001,4,Minnesota,all sectors,5.7,253.33039,4444.99106
2001,4,Mississippi,all sectors,6.15,198.58285,3227.76922
2001,4,Missouri,all sectors,5.43,293.03367,5401.29012
2001,4,Montana,all sectors,7.15,64.2468,898.78944
2001,4,Nebraska,all sectors,4.97,89.83558,1806.56837
2001,4,Florida,all sectors,7.87,1152.31433,14641.45178
2001,4,Maine,all sectors,9.41,93.58959,994.10415
2001,4,Maryland,all sectors,6.19,280.92942,4536.79034
2001,5,Indiana,all sectors,5.27,401.72992,7620.148
2001,5,Iowa,all sectors,6.33,195.56666,3089.96384
2001,5,Kansas,all sectors,6.22,173.59135,2789.57491
2001,5,Kentucky,all sectors,4.22,259.17294,6141.43608
2001,5,Louisiana,all sectors,7.29,440.52814,6039.13749
2001,5,Maine,all sectors,9.21,94.07954,1021.4839
2001,5,Maryland,all sectors,6.71,316.54225,4716.55161
2001,5,Massachusetts,all sectors,11.45,469.15502,4097.92992
2001,5,Michigan,all sectors,6.81,556.61449,8179.23322
2001,5,Minnesota,all sectors,5.96,282.77671,4744.50661
2001,5,Mississippi,all sectors,6.44,221.57858,3439.31498
2001,5,Missouri,all sectors,6.22,345.78979,5557.42671
2001,5,Montana,all sectors,7.34,61.49421,837.71784
2001,5,Nebraska,all sectors,5.21,96.67018,1854.17914
2001,5,Nevada,all sectors,7.75,191.03046,2463.42226
2001,5,Arizona,all sectors,7.86,403.40898,5131.87593
2001,5,Arkansas,all sectors,6.16,189.39388,3076.88704
2001,5,California,all sectors,9.82,1949.72255,19862.25747
2001,5,Colorado,all sectors,6.2,213.74169,3445.89435
2001,5,Connecticut,all sectors,9.57,226.2195,2363.02347
2001,5,Delaware,all sectors,6.74,54.81333,813.37981
2001,5,Florida,all sectors,7.87,1184.20522,15042.69494
2001,5,Georgia,all sectors,6.23,586.62881,9421.91702
2001,5,Hawaii,all sectors,13.88,113.6402,818.55501
2001,5,Idaho,all sectors,5.12,86.66099,1691.96127
2001,5,Illinois,all sectors,6.88,737.15295,10710.9487
2001,5,New Hampshire,all sectors,10.39,84.12018,809.93177
2001,5,New Jersey,all sectors,9.22,510.90295,5540.51311
2001,5,Texas,all sectors,7.34,1799.84359,24516.03339
2001,5,Utah,all sectors,5.42,102.60095,1891.86236
2001,5,Vermont,all sectors,10.56,45.58822,431.8434
2001,5,New Mexico,all sectors,7.35,109.3765,1487.88009
2001,5,New York,all sectors,10.97,1208.33433,11019.82183
2001,5,North Carolina,all sectors,6.36,570.8672,8972.34998
2001,5,North Dakota,all sectors,5.58,40.87191,732.34724
2001,5,Ohio,all sectors,6.9,840.81931,12190.94107
2001,5,Oklahoma,all sectors,6.39,238.72849,3735.21989
2001,5,Oregon,all sectors,5.15,193.43241,3756.51953
2001,5,Pennsylvania,all sectors,8.0,823.26466,10296.97273
2001,5,Rhode Island,all sectors,11.72,70.24939,599.25678
2001,5,South Carolina,all sectors,5.45,318.69335,5845.0282
2001,5,South Dakota,all sectors,6.49,41.03569,632.57974
2001,5,Virginia,all sectors,6.17,445.58375,7223.5769
2001,5,Washington,all sectors,5.22,341.61002,6549.86084
2001,5,West Virginia,all sectors,5.04,106.27875,2108.17448
2001,5,Wisconsin,all sectors,5.98,310.71248,5197.73051
2001,5,Wyoming,all sectors,4.4,44.839,1020.14633
2001,5,Tennessee,all sectors,5.55,405.48327,7310.91587
2001,5,Alabama,all sectors,5.6,359.09236,6413.9653
2001,5,Alaska,all sectors,10.55,43.88737,415.90066
2001,6,Nebraska,all sectors,5.92,122.45791,2069.57691
2001,6,Nevada,all sectors,8.37,220.70072,2637.28236
2001,6,New Hampshire,all sectors,10.66,92.60493,868.61934
2001,6,New Jersey,all sectors,9.82,636.67865,6480.79179
2001,6,New Mexico,all sectors,7.32,118.41963,1616.79509
2001,6,New York,all sectors,11.46,1397.89895,12201.51381
2001,6,North Carolina,all sectors,6.54,663.38321,10151.13785
2001,6,North Dakota,all sectors,5.89,42.18276,715.65953
2001,6,Ohio,all sectors,6.9,880.43519,12754.21021
2001,6,Oklahoma,all sectors,6.99,308.62326,4415.98253
2001,6,Oregon,all sectors,5.28,183.62443,3477.86034
2001,6,Pennsylvania,all sectors,8.5,938.22233,11038.01813
2001,6,Rhode Island,all sectors,12.02,76.96174,640.1463
2001,6,Colorado,all sectors,6.48,238.94754,3685.90454
2001,6,Connecticut,all sectors,9.56,254.49112,2660.78767
2001,6,Delaware,all sectors,7.21,65.38573,907.30743
2001,6,Florida,all sectors,7.26,1311.42666,18068.24427
2001,6,Georgia,all sectors,6.82,700.50815,10265.0551
2001,6,Hawaii,all sectors,14.0,113.03298,807.46337
2001,6,Idaho,all sectors,4.92,93.17276,1893.4476
2001,6,Illinois,all sectors,7.39,858.57869,11618.08845
2001,6,Indiana,all sectors,5.45,446.05346,8178.04452
2001,6,Iowa,all sectors,6.61,217.20234,3283.8627
2001,6,Kansas,all sectors,6.46,207.18471,3208.58548
2001,6,Kentucky,all sectors,4.66,281.90756,6050.2276
2001,6,Louisiana,all sectors,7.73,525.1427,6795.06817
2001,6,Maine,all sectors,9.9,103.43921,1044.87835
2001,6,Maryland,all sectors,7.47,389.60568,5214.57505
2001,6,Massachusetts,all sectors,12.11,550.00986,4541.66346
2001,6,Michigan,all sectors,7.09,632.79352,8931.06373
2001,6,Minnesota,all sectors,6.43,326.8877,5087.15032
2001,6,South Carolina,all sectors,5.77,371.93398,6443.10973
2001,6,South Dakota,all sectors,6.79,45.09654,664.50832
2001,6,Tennessee,all sectors,5.61,436.46148,7780.40393
2001,6,Texas,all sectors,7.9,2253.11098,28531.89959
2001,6,Utah,all sectors,5.43,107.44164,1978.07067
2001,6,Vermont,all sectors,10.79,48.93397,453.64415
2001,6,Virginia,all sectors,6.47,534.94349,8263.63288
2001,6,Washington,all sectors,5.11,301.34831,5893.61141
2001,6,West Virginia,all sectors,5.12,108.37223,2116.94231
2001,6,Mississippi,all sectors,6.61,258.11396,3902.07087
2001,6,Missouri,all sectors,7.07,431.82383,6109.1837
2001,6,Montana,all sectors,6.77,62.6911,925.40855
2001,6,Wisconsin,all sectors,6.25,335.73375,5372.16377
2001,6,Wyoming,all sectors,4.37,45.39365,1038.01908
2001,6,Alabama,all sectors,5.56,398.57839,7169.37956
2001,6,Alaska,all sectors,10.58,43.83628,414.23448
2001,6,Arizona,all sectors,8.01,465.79906,5816.22924
2001,6,Arkansas,all sectors,6.53,231.67427,3550.33976
2001,6,California,all sectors,11.34,2404.00318,21194.24204
2001,7,Maine,all sectors,11.17,109.39499,979.09829
2001,7,Maryland,all sectors,7.58,421.42164,5563.24264
2001,7,Massachusetts,all sectors,13.35,615.84023,4611.46189
2001,7,Michigan,all sectors,7.22,693.97777,9610.85333
2001,7,Minnesota,all sectors,6.84,394.95547,5774.27878
2001,7,Mississippi,all sectors,6.72,295.17456,4391.52074
2001,7,Missouri,all sectors,7.28,545.90012,7499.82481
2001,7,Montana,all sectors,6.35,59.56054,938.25068
2001,7,Nebraska,all sectors,6.1,153.99827,2523.71261
2001,7,Nevada,all sectors,8.57,250.37093,2919.84268
2001,7,New Hampshire,all sectors,11.08,99.11242,894.45017
2001,7,New Jersey,all sectors,9.95,699.466,7028.44855
2001,7,Iowa,all sectors,6.83,266.73646,3905.19927
2001,7,Kansas,all sectors,6.82,279.48081,4097.55456
2001,7,Kentucky,all sectors,4.75,316.95347,6669.52793
2001,7,Louisiana,all sectors,6.91,494.19193,7147.21308
2001,7,Delaware,all sectors,7.64,81.02231,1060.89162
2001,7,Florida,all sectors,7.84,1503.54325,19189.71746
2001,7,Georgia,all sectors,7.0,815.60746,11651.44569
2001,7,Hawaii,all sectors,14.27,122.96895,862.02219
2001,7,Idaho,all sectors,5.05,97.49352,1931.90982
2001,7,Illinois,all sectors,7.72,1008.35452,13059.38017
2001,7,Indiana,all sectors,5.45,495.46262,9085.50413
2001,7,New Mexico,all sectors,7.22,129.70614,1796.3496
2001,7,New York,all sectors,13.26,1663.81731,12547.91953
2001,7,North Carolina,all sectors,6.82,758.9955,11133.20291
2001,7,North Dakota,all sectors,5.99,49.10431,819.13687
2001,7,Ohio,all sectors,6.97,1003.48127,14407.43476
2001,7,Oklahoma,all sectors,7.1,383.89498,5404.21755
2001,7,Oregon,all sectors,5.21,177.00967,3398.36888
2001,7,Pennsylvania,all sectors,8.39,983.73157,11718.76238
2001,7,Rhode Island,all sectors,12.01,78.84856,656.43058
2001,7,South Carolina,all sectors,5.97,415.96641,6968.04377
2001,7,Alabama,all sectors,5.81,452.58496,7794.07207
2001,7,Alaska,all sectors,10.39,43.74995,421.09334
2001,7,Arizona,all sectors,7.78,504.02299,6475.18991
2001,7,Arkansas,all sectors,6.47,270.17119,4176.61212
2001,7,South Dakota,all sectors,6.84,55.173,806.9072
2001,7,Tennessee,all sectors,5.69,490.32068,8623.3544
2001,7,Texas,all sectors,7.98,2515.43918,31533.48222
2001,7,Utah,all sectors,5.48,120.08686,2189.99856
2001,7,Vermont,all sectors,11.03,52.15588,472.84795
2001,7,Virginia,all sectors,6.41,570.37822,8896.42304
2001,7,Washington,all sectors,5.35,286.5916,5354.74603
2001,7,West Virginia,all sectors,5.15,117.22209,2275.61243
2001,7,Wisconsin,all sectors,6.28,385.06583,6136.15668
2001,7,Wyoming,all sectors,4.62,47.68529,1033.15659
2001,7,California,all sectors,13.47,2900.29901,21538.5926
2001,7,Colorado,all sectors,5.99,250.01077,4172.48104
2001,7,Connecticut,all sectors,9.78,261.52362,2674.32939
2001,8,Georgia,all sectors,7.1,874.04566,12307.1695
2001,8,Hawaii,all sectors,14.28,125.67338,879.80314
2001,8,New Mexico,all sectors,7.35,130.46884,1774.35193
2001,8,New York,all sectors,12.69,1735.01554,13671.28749
2001,8,North Carolina,all sectors,6.82,798.53831,11708.74782
2001,8,North Dakota,all sectors,6.02,50.44504,837.64664
2001,8,Ohio,all sectors,6.97,1039.12141,14908.07901
2001,8,Oklahoma,all sectors,7.1,398.37215,5612.61728
2001,8,Oregon,all sectors,5.25,185.09729,3528.13455
2001,8,Pennsylvania,all sectors,8.45,1058.61123,12535.15304
2001,8,Rhode Island,all sectors,11.49,84.57084,736.2086
2001,8,South Carolina,all sectors,6.06,440.43287,7265.7043
2001,8,South Dakota,all sectors,6.82,58.10187,851.79335
2001,8,Tennessee,all sectors,5.65,518.62665,9181.89611
2001,8,Texas,all sectors,8.0,2708.30673,33863.6911
2001,8,Utah,all sectors,5.47,119.37084,2180.64764
2001,8,Vermont,all sectors,10.89,54.80281,503.21287
2001,8,California,all sectors,13.12,3120.03468,23772.48986
2001,8,Colorado,all sectors,6.14,248.36165,4044.75599
2001,8,Connecticut,all sectors,9.89,295.58603,2987.35865
2001,8,Delaware,all sectors,7.73,82.71387,1069.4215
2001,8,Florida,all sectors,7.9,1530.5131,19369.65931
2001,8,Virginia,all sectors,6.57,617.96183,9403.76786
2001,8,Washington,all sectors,5.47,291.40296,5327.83292
2001,8,West Virginia,all sectors,5.14,121.84854,2369.75638
2001,8,Wisconsin,all sectors,6.28,399.90545,6372.93371
2001,8,Wyoming,all sectors,4.58,52.45932,1146.31006
2001,8,Mississippi,all sectors,6.82,312.19132,4578.04857
2001,8,Missouri,all sectors,7.08,531.02663,7501.99229
2001,8,Montana,all sectors,6.37,63.11647,990.51006
2001,8,Nebraska,all sectors,6.02,151.4139,2516.54341
2001,8,Nevada,all sectors,8.59,257.08879,2994.25647
2001,8,New Hampshire,all sectors,10.6,101.96297,962.04347
2001,8,New Jersey,all sectors,9.89,754.32691,7628.68321
2001,8,Idaho,all sectors,5.17,104.40926,2019.84128
2001,8,Illinois,all sectors,7.78,1081.44233,13895.24861
2001,8,Indiana,all sectors,5.38,513.69519,9544.73819
2001,8,Iowa,all sectors,6.85,269.70284,3934.9444
2001,8,Kansas,all sectors,6.8,269.45157,3963.31452
2001,8,Kentucky,all sectors,4.71,335.47944,7125.37691
2001,8,Louisiana,all sectors,6.45,480.033,7441.22737
2001,8,Maine,all sectors,11.16,119.27836,1068.80086
2001,8,Maryland,all sectors,7.71,469.15986,6087.3292
2001,8,Massachusetts,all sectors,10.23,526.2766,5145.97463
2001,8,Michigan,all sectors,7.29,742.90118,10186.68285
2001,8,Minnesota,all sectors,6.88,413.77314,6014.23397
2001,8,Alabama,all sectors,5.78,457.32416,7906.56345
2001,8,Alaska,all sectors,10.78,45.5571,422.70564
2001,8,Arizona,all sectors,7.87,514.06824,6529.11864
2001,8,Arkansas,all sectors,6.58,291.3267,4428.11278
2001,9,Montana,all sectors,6.22,57.92143,931.31488
2001,9,Alabama,all sectors,5.56,395.18199,7102.06398
2001,9,Alaska,all sectors,10.24,44.04725,429.95111
2001,9,Arizona,all sectors,7.77,476.34214,6130.78171
2001,9,Arkansas,all sectors,6.44,262.27541,4072.3678
2001,9,California,all sectors,13.13,2704.73577,20600.89551
2001,9,Colorado,all sectors,6.66,264.60636,3975.55517
2001,9,Connecticut,all sectors,9.7,232.81408,2398.94845
2001,9,Delaware,all sectors,7.72,79.40274,1029.16178
2001,9,Florida,all sectors,7.93,1571.01523,19800.04381
2001,9,Georgia,all sectors,6.51,677.17517,10407.9602
2001,9,Hawaii,all sectors,14.12,119.69568,847.58731
2001,9,Idaho,all sectors,4.86,79.00332,1625.39869
2001,9,Illinois,all sectors,7.43,832.42167,11198.585
2001,9,Indiana,all sectors,5.29,432.57839,8183.99251
2001,9,Iowa,all sectors,6.39,196.95045,3080.42688
2001,9,Kansas,all sectors,6.47,195.98462,3029.73399
2001,9,Kentucky,all sectors,4.37,289.41636,6623.59752
2001,9,Louisiana,all sectors,6.48,450.27392,6949.53428
2001,9,Maine,all sectors,11.37,102.19778,898.85499
2001,9,Maryland,all sectors,7.32,371.37429,5073.05027
2001,9,Massachusetts,all sectors,13.03,545.95965,4190.54456
2001,9,Michigan,all sectors,6.88,562.61901,8177.18087
2001,9,Minnesota,all sectors,5.81,291.13582,5011.36765
2001,9,Mississippi,all sectors,6.68,284.03324,4251.0045
2001,9,Missouri,all sectors,6.13,374.42853,6105.23584
2001,9,New York,all sectors,12.02,1564.07236,13013.34506
2001,9,North Carolina,all sectors,7.09,780.05587,10996.11103
2001,9,North Dakota,all sectors,5.92,44.68209,755.02898
2001,9,Ohio,all sectors,6.75,827.65692,12256.32207
2001,9,Oklahoma,all sectors,5.58,273.28665,4900.22223
2001,9,Oregon,all sectors,5.22,173.66972,3328.8847
2001,9,Pennsylvania,all sectors,8.19,915.53989,11172.79464
2001,9,Rhode Island,all sectors,11.41,67.39764,590.84166
2001,9,South Carolina,all sectors,5.6,388.47937,6934.87403
2001,9,Nebraska,all sectors,5.88,126.36108,2147.91202
2001,9,Nevada,all sectors,8.62,231.73743,2688.15774
2001,9,New Hampshire,all sectors,10.04,83.4938,831.84015
2001,9,New Jersey,all sectors,9.75,622.39176,6384.32653
2001,9,New Mexico,all sectors,7.36,124.11373,1687.31688
2001,9,South Dakota,all sectors,6.54,47.32994,724.02079
2001,9,Tennessee,all sectors,5.61,497.65987,8870.96192
2001,9,Texas,all sectors,7.65,2427.92482,31737.43274
2001,9,Utah,all sectors,5.11,102.77242,2010.01096
2001,9,Vermont,all sectors,10.76,48.57742,451.62442
2001,9,Virginia,all sectors,6.22,482.00056,7752.66492
2001,9,Washington,all sectors,5.51,285.18726,5172.25424
2001,9,West Virginia,all sectors,5.01,107.91356,2155.97279
2001,9,Wisconsin,all sectors,6.11,323.75935,5299.94344
2001,9,Wyoming,all sectors,4.63,48.02965,1037.63341
2001,10,Maine,all sectors,10.63,102.60198,964.8297
2001,10,Maryland,all sectors,6.16,283.99133,4610.16153
2001,10,Massachusetts,all sectors,12.05,503.61301,4177.92854
2001,10,Michigan,all sectors,6.82,558.49998,8194.91648
2001,10,Minnesota,all sectors,5.44,264.09404,4850.4371
2001,10,Mississippi,all sectors,5.86,209.76563,3578.79036
2001,10,Missouri,all sectors,5.58,295.81249,5298.72661
2001,10,Montana,all sectors,6.13,54.25197,884.40026
2001,10,Nebraska,all sectors,5.27,100.12872,1900.95493
2001,10,Nevada,all sectors,8.14,177.21975,2177.45073
